FPKM ErrorRate
708.617756952158 2.677161138328916e-05
1015.4643397251525 2.024988356316951e-05
451.3055862141953 8.023750300890636e-05
1662.4508634121642 9.167499381193792e-06
1156.4841465764725 1.8625442354255913e-06
196.71969807499124 0
416.79820879662475 0
287.88248498779205 0
806.3687674330465 0
638.8858703877223 0
5071.987900606005 1.0407730267315118e-05
963.9028780445353 0
636.840689736405 2.8033977180342574e-05
461.4200671663979 3.9802579207132624e-05
691.0342801262516 2.4045975905932144e-05
571.8442111988066 0
948.1911763686282 9.414334265352426e-06
572.5182320684755 0
690.349736709295 0
861.9934959710343 0
1203.9261125576184 0
205.356172624625 0
232.32621595506026 0
326.09234208617175 0
459.36225356501643 0
229.44234053527026 0
371.45853458903616 0
254.33617875102019 0
511.7694442077552 0
523.0292994771835 0
330.1052494526682 0
687.1061866231775 0
1780.549268802814 0
981.7741801221032 0
562.6523871109789 0
665.7087950150132 0
1158.4153044947934 0
554.4835305790182 0
992.2899608438381 5.68443431351929e-06
515.1270036512674 0
451.9703698357357 0
451.50825760703134 0
309.63360607575856 0
259.7339753445413 0
506.55093048510093 4.8264877648535163e-05
686.5831214523663 0
431.3808313509376 0
289.8149375306986 0
1177.0442307775372 0
448.8175178076341 0
429.03360591850105 0
352.4078695540213 0
548.9372115179403 0
316.73927693537786 0
522.1018023674533 0
662.2426105640737 0
561.9392993949641 0
512.6423287774446 0
198.3190452138123 0
1056.7335801005065 0
883.1973775037769 8.438960995122281e-06
611.2464002639241 0
437.2949269476252 0
245.5612991605269 0
886.4003798761703 3.6854131348124126e-05
360.9279827802901 3.193663771078181e-05
279.55817216886794 0
474.1321712575725 7.228306046478007e-05
601.0709642715682 0
537.7278807610603 1.745292074628689e-05
369.3729022166934 0
817.8014966064419 2.1932710444356715e-05
200.20459131431713 0
348.9587298420648 0
574.4029453154269 0
231.40268317113953 0
855.8998341692346 2.0666708000082665e-05
768.2160656869632 1.3253459152838892e-05
206.63565033568187 0
506.0947795447486 0
414.51490517556846 0
1774.8975856418974 8.598895901766214e-06
639.7598305728703 0
943.5684540163477 0
333.2021670942036 0
531.8286192905424 0
211.43369175214505 0
956.686809185727 4.458016628402024e-05
625.2287960715943 0
227.67391955605953 0
289.6417668404952 0
321.0055157317898 0
449.70700215577006 0
710.1293218022196 9.00876552885958e-06
391.58110709344754 0.00015559358954411078
233.6646169817579 0
1747.16176455188 5.218416836700082e-06
1142.9249749272544 6.6834421063536145e-06
787.9256376999207 0
676.3078022543921 5.943006567022257e-05
720.5439657326722 2.1139414438220062e-05
770.9727672301359 1.790895089365665e-05
497.61020645852795 0
3371.376555435139 1.2603718096838567e-05
616.4116890480327 4.123881397171017e-05
622.0295282694279 0
241.53340490475753 0
214.64518080689777 0
783.6806687081886 8.738547041783362e-06
572.5059229757223 0
596.4218009159362 0
737.937059320341 0
348.0179374074642 0
735.9029653631858 0
200.64536832482477 0
227.69585345967766 0
627.8510499598732 2.579580044368777e-05
388.5284596413672 0
705.3402367297338 1.451189249590039e-05
599.5897273538841 1.576789656259855e-05
699.2650328475955 0
655.2946108575916 0.0001027643613194944
1535.9667752482583 3.1673434223779147e-06
408.3759076899288 0
