FPKM ErrorRate
383.2772510020074 0
872.2107716955959 0
918.4718251840534 2.9611204879926563e-05
978.0535494768152 0
908.1726880791076 1.9893371528606668e-05
375.0932136899703 0
532.8784727745463 0
556.8519136602199 2.5662081708068157e-05
380.45515282476157 0
409.3127156482599 0
135.9999315291904 0
130.51323901256214 0
306.9518176665879 0
293.37604569209657 0
803.3889877775861 0
867.9569306846881 1.2856389840023656e-05
141.36123863763726 0
142.18427339823697 0
501.4443819150604 0
141.87939924149043 0
204.0468609127834 0
151.39824791324344 0
148.44529056360648 0
362.216027129783 0
1205.809583131173 0
285.2605859958435 0
193.1410177025398 0
541.7254942304365 0
175.82897603905437 0
499.9578475883123 0
1205.1799348774664 7.31258752253191e-06
314.8069955083996 5.200343222652695e-05
286.8700783390097 0
1939.5048791886854 2.2484642988838624e-06
179.58216995914557 0
142.83254611497907 0
1502.0478846914284 6.190877123470853e-06
328.8769474999155 0
884.5867199823605 0
417.4479271390016 0
1204.896124159901 2.2213830330763933e-05
654.1209185913366 0
169.1672968049283 0
629.0133377125417 0
473.7428230049009 0
202.4906399297891 0
649.1481864986853 0
151.39824791324344 0
710.9592845817816 0
575.0029791318505 7.282790765421309e-06
128.36331162572728 0
1098.6922040577615 0
580.222144909451 0
608.8193011866031 0
528.0998106430426 0
483.81085576372254 1.3579023125076383e-05
368.1856038552059 0
3509.7941852322883 7.609799900311621e-06
3308.5515341199184 1.0663368131458002e-05
148.70951025200165 0
517.2271619905371 0
130.0073737450716 0
181.16299892005352 0
207.40475967112587 0
370.3105237782524 0
1902.258708226927 0
2097.9767290273844 0
641.7991545070483 0
686.2187922901962 0
673.3710538821493 0
314.9923933652502 0
251.06891960188918 0
156.3123676545802 0
413.3340789787376 0
199.8663752928353 0
352.54651347372294 0
781.3750130320665 0
10575.898225593963 7.632749413868451e-06
624.4988318343027 0
319.9766438633564 0
377.3295017963609 0
693.5774149629375 0
128.99564321009046 0
215.88725653453452 0
127.30942565178864 0
490.7118927367045 1.5340481997944377e-05
490.5536673594094 0
308.54752183585333 0
387.2222158011973 0
1325.0199692433239 1.0073333870577806e-05
436.9319605691029 0
263.6902748767201 0
1813.1664440151724 1.8354966701031243e-05
569.9687317634126 0
601.1540124233451 0
399.98434380229145 0
351.3029202208029 0
433.3499586271648 2.753152359451572e-05
268.1734462914651 0
448.81829274703813 0
546.5234615471909 0
372.2567881182714 0
426.43237608340365 0.0005648919644118063
378.5895661899283 0.00086851950828434
444.88348744251414 0.0001874297138573035
294.70069839888714 0
460.93203636328593 0
2445.071294556149 4.79550592587518e-05
460.9396139729377 0
405.7269384032168 0
136.71008853932136 0
390.3944942793397 0
314.8308699479387 0
1305.218732590956 3.891277701033134e-06
588.5197927359757 1.756584263347113e-05
454.638067051798 0
134.8974046641469 0
268.9016856215661 0
259.8476727228986 0
209.02701725307833 0
253.40477466159996 0
191.38569286725843 0
1270.7845635598762 0
138.55087604046756 0
366.1891486133259 0
510.60121301205726 0
160.6122224282499 0
152.12091258108708 0
158.5044504803726 0
316.8954055481672 0
134.35781504549033 0
635.3688491864414 0
733.2353430086589 4.648978851795203e-06
733.0523742115555 0
781.8197165168034 0
680.2179345376062 1.0920428299197895e-05
698.1217336437761 5.661007546123059e-06
471.85486156015935 0
473.343026261239 0
412.259795211755 0
820.1080541162945 4.374663697728237e-06
695.1516041962938 0
419.18119449340463 0
756.7857937504211 4.167326493361449e-05
762.265626288157 8.152749922548875e-06
778.3620081032103 8.529002874273969e-06
567.17884790291 0
534.4813713476144 0
310.385967947663 6.734687005421422e-05
128.36331162572728 0
560.5291235814014 0
636.943193313335 0
246.49434852266845 0
608.7727161914859 0
234.28620469940282 0
323.63138443568874 0
457.16569848530975 0
380.682489356322 0
153.78304131712747 0
501.29169109954046 0
319.2276082743003 0
136.45049978363542 0
128.7427105763452 0
342.1546202989214 0
395.9368535935658 0
753.123130606926 0
304.63869838139976 0
230.16869670820066 0
477.43726940320784 1.2192668548401846e-05
446.5666166902696 1.772751043707177e-05
11272.76314491359 6.9305022231751665e-06
271.1243270184933 0
280.2003202301615 0
127.73098004136409 0
127.73098004136409 0
306.5830763100462 0
464.25645949970715 0
230.55359419433478 0
153.96601386068787 0
137.65372182675566 0
235.74258252592062 0
142.19556503367204 0
168.42101564467148 0
775.9809058233003 4.807553628260723e-06
634.7052598491058 0
151.44341445498367 0
229.69146532377565 0
179.1606155695701 0
306.8699774371098 0
141.37401301307895 0.0002710761724044456
148.59792232534932 0
585.0489901424312 9.00681816134814e-06
295.72883537497603 0
305.0914444338282 0
276.67036142226954 0
252.3468950144969 0
430.53733038604884 0
126.46631687263772 0
136.07775695495818 0
966.8862626197772 0
424.5766102761077 0
1231.0455401906129 0
452.48845216287725 0
402.7048861558707 0
368.20412956380613 0
522.5052283565838 0
335.06774706901 0
208.20349430400566 0
157.37152305838856 0
386.86648551896417 0
1018.4233614625097 2.0440910438150916e-05
648.5268231507592 0
841.7475768090065 3.822966086467847e-06
218.5426703851722 0
418.33166536356447 0
392.12071081024976 0
128.15253443093954 0
867.8750995384763 0
523.6505305511376 0
493.27568827706426 0
510.90143726467903 0
658.5308750824753 0
592.3967276831247 0
309.7200895796986 0
149.7835440460303 0
9140.199241584505 4.8613941730581536e-06
194.7252795898692 0
551.743524433958 1.9845207382417148e-05
563.0652708968418 0
521.5230019604966 3.849114703618168e-05
534.0612339475838 2.2552490922622405e-05
426.71513745408987 0
509.9455958273851 2.3396191100088906e-05
504.9258034223542 0
20481.390917951885 1.0013016921998598e-05
221.65731284248662 0
218.46320970464024 0
238.18471556228167 0
355.089314152395 0
345.70832380304245 0
231.5573464620963 0
595.5604125055996 0
237.45009070995857 0
394.0838426249859 0
320.9082790643182 0
337.1538192370533 0
197.8495268407488 0
3743.437392033307 3.0642606092362944e-06
427.23132202174185 0
209.51253161900314 0
175.593616888547 0
422.04620302996375 0
341.3645013005161 0
213.2972561935433 0
134.05429588499598 0
132.7896327162696 0
860.9709209603715 0
320.4731598057713 0.00015628662967883097
282.4513599423711 0
265.8201536551538 0
129.501508477581 0
816.3819648869194 0
635.870422528309 0
664.3697179709235 0
209.20594660840283 0
136.58362222244872 0
1174.172221604888 5.228484785109275e-06
750.7746428072553 0
808.0479717105069 0
566.6641615188784 0
491.7493661126559 0
1081.1394928494972 3.0661867062409163e-06
537.1881184888771 0
336.31318473164896 0
193.3127986481748 0
163.928980550004 0
145.35722295548797 0
139.1129485599015 0
1391.5356547918905 0
1759.605081814522 0
517.5696011305283 0
801.2791946183348 5.922346196669272e-06
446.00454417083574 2.953686200378072e-05
411.40145991103606 0
548.2161440626709 0
128.99564321009046 0
1009.5867193493574 0
980.1039977852358 0
320.5851645734073 0
512.5281688146741 0
486.19024226381663 0
247.87398107036992 0
469.858615489233 0
224.62363512224653 0
370.341227922981 0
341.2291167981716 0
