FPKM Num_errors Cov
2100.791587056584 0 1315
7363.568877881759 0 9956
6658.218399306038 1 10336
6235.722456874308 0 9524
7908.428261136387 0 15643
10959.317854721356 0 79302
3158.6046241024574 0 2768
5291.541188145251 0 14044
3408.128303463152 0 2560
2770.097754114961 0 4647
3139.750302293779 0 6918
6701.194239538178 0 9396
5535.831171487372 0 7762
3647.762324800405 0 3014
3893.817911415323 0 8287
14651.45087865391 1 59429
4295.258291545003 0 4732
12485.014019841397 1 30635
7856.213596876108 1 59405
3917.9188366602893 0 4022
2452.4808881826716 0 6509
7801.849884967915 0 48250
3649.9211898574977 0 10144
6200.742743609696 0 7297
3357.538898958621 0 8827
3551.682959636924 1 35660
2084.2242966925264 0 1409
2832.7108077829585 0 1915
4653.191966563672 0 7806
5754.361315523693 1 18298
5937.965783894825 0 21558
5748.9558137795675 0 7629
2953.8560997489944 0 3624
6334.0551911092525 1 18714
5129.034203682286 2 31977
4170.773085655521 0 7310
2915.5472596032437 0 5402
6533.180160668263 0 9324
2311.4698308155853 0 2315
5171.588922021911 0 10100
7797.791499712374 0 65211
17751.892431220967 1 116008
2344.601049674713 0 2583
9424.085686982775 0 192309
3211.761535978459 0 965
9076.441126357213 0 29998
4715.429985656075 0 17946
6163.001410828774 0 17900
4539.895757895395 0 9321
8202.856884236733 0 61410
6523.251714765427 0 18293
2848.6494286465936 0 2853
13782.349736998125 1 52798
8237.910536790481 0 12582
5941.6233895132045 0 6397
27256.59046655803 0 68928
5868.497713013096 0 9257
16968.404700232837 3 71801
2519.6301808721305 0 1451
2483.2662799360423 0 3171
3316.9595231934936 0 6561
2422.246594057637 0 2244
8292.258807581786 0 26991
10253.553845570957 0 22849
2593.430513530342 0 2987
3885.7578229148394 0 6324
9365.357867799134 0 27670
6777.341680384357 0 15442
10485.67260835357 3 152537
9660.418636035405 0 56116
11248.839739472016 4 174060
12085.900903063779 1 47207
7172.0768204270735 0 5926
8933.849407881984 0 86567
7046.8377874574835 0 17644
11291.444908849822 0 40994
7514.5923794516475 0 27282
2359.3966350830356 0 2363
2337.382636694316 0 1229
7620.352525128024 0 162943
6642.500468874238 0 25779
5594.788748165585 0 5043
4325.370169566423 0 36172
4684.6635762180385 0 5161
2086.8129358119104 0 627
2378.589545125325 0 2144
30851.829220761938 1 88062
2690.2912795462257 0 1684
2214.395863838689 0 998
3908.1183218958067 0 11253
3738.4571453759627 0 4493
15570.386948902826 0 56139
9024.478325287704 0 36379
