FPKM Num_errors Cov
238.5114744152652 0 7163
4914.263548323398 11 2351192
411.5430082417242 0 24719
1237.5078762843054 4 701008
372.437412867686 0 10028
209.97163986984887 0 3914
8775.317048259421 4 1145041
802.4008128573299 0 128383
908.0751168575214 7 657805
441.42862510706476 0 16457
512.145060306425 0 11403
1513.63051071226 0 125400
637.8765484239873 0 82242
283.1746766136837 0 13343
642.5098948739832 0 133408
649.3885285192949 0 122395
792.5159585620639 1 385739
831.0936745433659 4 650668
463.46545449534693 0 11999
875.5141278585367 0 181788
796.4062288420647 1 82475
782.6270914426631 2 207483
808.6878799158266 0 80397
856.7100408956409 2 150824
499.6895629363568 1 72705
705.862921230907 0 139618
538.0144485250786 0 61845
364.51244562785445 0 51338
366.99155268541017 0 50547
515.9623159711682 1 65722
574.3915620680236 1 252507
1391.2587796906084 0 171452
782.8423515057818 1 95663
817.8098828721505 0 195214
1459.9796128850169 4 777137
3460.3958206409307 7 1616181
718.2044970837732 0 110821
969.8629090663774 5 890885
236.50592791597774 0 9552
515.3675017708088 0 75253
457.1700642921289 0 33851
317.0639261310291 0 51879
579.2364094239784 3 338616
444.4427203993893 0 162702
1046.4266141254786 3 588432
846.8397518099318 2 447259
257.1344061943634 0 2796
731.9091019527442 1 89060
471.91888604662944 1 27368
807.2250808256132 0 145038
199.56425659576846 0 620
536.3195826873714 0 47765
898.6024408890913 0 178672
211.83584898724214 0 1755
597.0410282747343 0 46990
1417.560277587057 0 275252
743.1499252129723 0 91967
308.5612874332361 0 5592
505.90065756208935 0 72037
767.6311420551564 1 24246
1187.4682225511071 2 68250
649.4188770007128 0 117693
1071.8005505081155 1 529444
693.5882073445015 0 23703
999.3941565924292 2 246321
546.2059857283467 1 127553
6041.864816053537 12 2236839
4513.746648511493 7 1706152
858.0209615254781 1 73306
2084.9556177301215 2 518198
663.4137663008977 0 42252
844.6377497304006 0 157883
482.88962782844624 0 26504
721.8991742098044 0 188393
1224.4246048962764 3 922471
2154.856501914013 3 403910
993.000430885858 1 407223
1378.7966284582888 0 247735
1496.2033233714685 1 359473
575.0990249597742 3 96184
427.8905967170331 1 55833
665.5527927103204 0 181270
578.2690251994994 0 121267
358.5062168522271 0 9096
921.0173285457496 0 495497
512.5852578232729 0 49367
482.0120552454247 0 41930
234.912295007453 0 1338
193.12669993138886 0 100
1305.8745126793642 3 660623
768.6937853935767 0 31046
492.675665279515 0 36480
230.46452858479068 0 1432
795.4433701513149 0 143333
922.3832834354673 1 72596
639.678547217189 0 26829
1499.2245682309374 3 916023
497.3102769354726 0 55106
797.9914561603658 1 158254
214.51919592378886 0 1444
366.4780304843865 0 18217
539.8591880448 0 88613
391.99132333451854 0 112243
361.4128279513128 0 25825
889.0760950174757 0 35908
195.05796693070272 0 101
737.7439937379054 0 35144
1064.4902291843239 0 97009
1678.0729437371729 0 135548
240.33193101297914 0 7591
195.05796693070272 0 202
958.0966063929552 0 96739
214.92242749507417 0 1558
1124.9827339064555 0 57086
284.672542496905 0 15035
1251.8633628469236 0 62228
315.9113172861417 0 20120
576.0596758304339 0 102012
3147.751471822425 2 412362
932.2444572839097 1 396306
579.5117770895743 0 79218
3019.152873470828 2 1331933
270.7998445600443 0 4487
251.39443842288347 0 10674
1173.2102151724853 1 102057
1713.9034041083876 0 169503
219.88854263616705 0 1594
596.9117124434937 0 27817
358.92687428370084 0 19886
564.2058590852718 0 47035
842.8169889193266 0 83790
240.17565129765273 0 5845
1027.768192470647 3 181471
740.5957711761447 0 82064
1137.961939595722 0 38300
2281.7123829191814 10 1491001
1186.4267221831553 0 184912
1723.2813268128043 4 862860
843.6266270874504 4 435515
5646.263903842565 4 771832
838.7863733567317 6 400008
609.1815474559929 1 18295
485.28341758007105 0 25379
651.0581162114499 0 44162
393.76388263788726 0 16515
605.2008750178701 1 91504
808.0513090224515 0 140584
424.84947822785375 0 14519
744.859187945904 0 161216
1869.4727873587924 3 295241
730.9776122367122 0 105222
597.4926252948746 2 173252
1952.3164913354208 4 592387
569.0198450501836 0 31526
527.4598058271048 0 18845
269.44014738957145 0 9487
631.1718877903652 0 44774
1017.4673264421008 0 29503
1586.4199639164005 1 349112
460.62649200635553 0 23851
308.37333376991006 0 35767
3041.3821771628573 6 1540166
1346.6122563172946 0 64846
1765.67007992049 4 717690
540.6483764562316 0 66067
249.02615030041864 0 2321
6455.63855690258 14 1858539
840.839469784465 1 245991
493.2417483073555 1 51335
224.5949916260916 0 3954
434.56956175632695 0 12601
332.7776331080915 0 32739
578.3309520458906 1 221598
3622.836174484362 21 262624
339.946884311047 0 7745
320.2224615052838 0 10446
577.861496683595 1 35008
672.2191926346924 3 145842
909.1754279759148 1 86621
634.7558347447905 1 33196
256.7470916587867 0 6913
611.1920257704425 0 50952
304.72634296316994 0 15463
773.9120659617744 2 595882
294.50127645677753 0 8692
854.0551037333657 0 192368
556.3891285095713 3 87581
471.2981216539928 0 6833
522.6311443986413 0 69007
487.2564440797684 0 21950
713.8876374849698 0 89085
535.2583338323328 0 160195
826.2342996704318 0 142464
586.0600115329698 1 206352
701.9881073035797 0 140669
997.6493809207743 3 189584
988.4752927335198 1 157131
305.99852678017834 0 2852
1398.183251683936 2 284521
1038.409659724596 3 414016
1027.7400914108362 0 97385
425.2501373489235 0 5725
552.9739383089532 0 105941
420.00717309235915 0 38711
743.893289052953 2 295051
713.8938846119698 0 68755
570.8514471374262 1 128579
2619.704871197497 16 1915335
1940.1401899527116 2 1057838
1014.7159438834093 0 43084
1310.0427812012545 1 120065
592.2726119247213 0 22694
331.362500037834 0 15442
1942.450006268016 2 360073
2062.6841780971185 6 521207
826.6105726587152 1 116848
612.7788640550284 0 45373
731.1819039960868 1 242684
988.5746106790971 2 354732
856.3564704757665 0 288221
933.8904410336061 4 326889
1095.5805393588203 1 434541
219.08104423924132 0 4651
214.64653220945786 0 2334
319.5341602458557 0 10589
523.682359533954 0 47453
389.26202655179145 1 48777
422.6074610540877 0 31073
596.1657885891983 0 62047
655.879731489211 0 24452
540.8902873166126 1 15964
358.2294829791166 0 26154
298.94818551235085 0 15015
1813.9237180633686 1 433929
2563.0710710660665 3 568018
230.89868938308607 0 10282
351.4905938751277 0 9464
589.9901468891626 0 24745
386.1706312770928 0 27994
263.3810919064299 0 7228
653.3107364982386 0 30107
510.4027712466379 0 62371
292.03888813949203 0 5595
552.7637291490769 0 15742
453.25227084730864 0 56326
1813.762307185127 1 203797
2640.565039541066 0 196887
840.9067242589929 1 554286
2190.47408617155 3 225709
376.46026678709023 0 46783
1461.8913894682573 3 244498
630.2555112702782 1 112262
635.318277081986 1 111190
360.26406395772506 0 32645
2044.8808437995776 7 1056711
1073.2091338768275 5 977480
911.6711347585447 0 217619
483.95541592055315 1 86704
987.4673509328237 2 140609
12439.289888793399 91 14569541
1099.7760866509548 2 341675
649.5662428278638 0 103257
263.93982323956476 0 1640
464.06155896915584 0 23308
7422.946966379401 34 6284226
1801.0660857031194 0 225685
547.9531186235133 0 15605
731.0265433055093 0 52236
688.8568059994977 0 108076
471.6099610437211 0 17338
1872.4933449597688 0 100835
526.6678711070109 0 23180
814.6773790227314 4 385136
794.5314616751775 1 135352
535.1196181385027 2 97810
790.2947852455518 0 287675
5439.894434314466 14 2884351
1126.5879691869475 4 555341
504.1354201671305 1 128170
593.515862708569 1 213587
1686.7565267820044 0 139743
1221.2323072529641 0 292777
455.5558432070459 0 53074
19401.099521509408 65 10347162
870.2108980742642 0 86964
351.3735473903208 0 6004
1820.5759079985332 2 382730
1424.9206845763445 0 80422
934.4831632158197 2 242903
467.507926053423 0 9925
431.53544737860545 0 21004
7308.920434559085 5 632015
415.17586829828565 0 17843
3085.552311952592 3 262020
653.8185839607036 0 19297
624.8320487823669 0 148826
912.9784394046831 1 73274
