FPKM ErrorRate
271.72204611373945 0
258.04237516745997 0
894.4099291667304 0
834.9609686614251 4.767398621268319e-06
832.0955331786932 4.336663891201777e-06
466.2985895799999 0
259.4284343428806 0
513.0895118779805 0
743.7911908210409 0
294.59609953232206 0
543.8754983227027 0
952.891287523407 0
295.0899573106691 0
364.0252621893057 0
543.0045600074088 0
740.7247770540579 1.5488027754545737e-05
283.65304840792015 0
11730.05537705231 4.097682187047718e-06
474.7775717013938 0
590.0549177983888 0
7853.394787228833 4.915762268820918e-06
595.3708843771112 2.917918940211841e-05
709.8931661624581 1.1123594255775927e-05
2644.789970981591 3.2210061134696033e-06
392.0251896736862 0
836.804103275303 1.258209819069428e-05
1485.9256691602734 1.6874077198903186e-05
1069.8817050673863 0
1172.6651095655204 1.806645565046467e-06
301.29699575404356 0
246.05165569707583 0
668.641997749999 0
416.00835366227466 0
761.9618913244955 3.836474126818489e-06
486.914742707294 0
886.8301040464025 0
669.6540283846272 0
274.08884326277774 0
686.2261571451343 0
271.83859262034053 0
706.1042879013563 0
520.6030216092229 3.992972368631209e-05
7821.347960684064 4.5954967195812585e-06
2935.6759487468903 1.1046367126011433e-05
5534.937549035646 7.1304870211766555e-06
3453.480671206831 5.8043246087885216e-06
860.2019010801272 0
2007.5837725404433 4.81961917998123e-06
2422.616424088906 9.662801546048247e-06
3287.4103391566 6.269789021599424e-06
5418.846928053297 5.460220112393171e-06
2601.3639705064497 2.1010080636689485e-06
4613.158867555902 5.452101921593322e-06
10686.308747415176 6.146002908595877e-06
5506.13496890914 4.387895843053741e-06
7811.724904431029 6.3431920633980905e-06
2939.2812409594494 3.2449464015978114e-06
10908.6500647951 4.7776140117863734e-06
5372.76366521802 4.962385120784454e-06
2442.072816716694 1.1317423550803915e-05
5695.542389364436 5.129434877335977e-06
4429.483460791389 8.035319694122163e-06
4424.113443375297 2.708111606695535e-06
5437.588059343278 2.31752932833365e-06
8955.125653928373 9.856165688716004e-06
5602.681325177436 6.02921031814937e-06
4359.171942720327 1.930576470133982e-06
4550.020403205597 5.1595966433728075e-06
6144.575979308749 2.1989959384545017e-06
6884.102697745518 3.072158867479355e-06
4309.64185692281 3.4202962660625664e-06
4186.743310803857 4.909140000490914e-06
4953.522512884926 1.9918553036633205e-06
4614.128863011286 1.6786860588480186e-05
3365.4237828864857 0
3367.987154189577 8.724679972027333e-06
8780.248026387486 2.600952728984627e-06
3996.7172606780287 5.164368952846729e-06
1646.400732154515 0
5322.1670704201 4.547097701214757e-06
4194.183101194049 0
9438.463964033253 3.588914274475857e-06
3352.6327036396438 3.701236212895107e-06
4550.257324643066 6.75812664729337e-06
4593.927165876752 4.783964152161953e-06
246.61915539720087 0
516.3330811994908 0
1586.0110429408637 3.824179522283494e-06
2547.118393822621 2.4673386052134864e-06
1361.0762792049456 9.899862886899016e-06
244.43022798243283 0
426.8408458797707 0
4678.523273774532 4.8045508705846175e-06
4075.2639308941357 1.0772669736877541e-06
509.73265272790655 0
293.68763282969246 0
2317.858497292061 3.7183042450392245e-06
1264.74541012183 1.2568814258062894e-05
830.4625273927079 0
401.607377070639 0
734.5567987985473 1.3625648921529888e-05
617.8341172089449 0
567.0462500014647 0
615.6571878169817 0
1525.7544715473186 5.90391961223056e-06
946.8585878122923 2.186079048618398e-05
311.22404189397656 0
257.4016496995768 0
846.4860812020712 0
1972.7438048388708 5.01458887176765e-06
20717.33808135357 4.052387298197253e-06
9302.768879599893 5.58357653367299e-06
668.5493916269099 0
1277.1318461536912 2.800555630237039e-06
2372.5911536784365 7.634456662659734e-06
482.8194358609161 1.3577824696705341e-05
271.5550068823948 0
388.656223199928 0
461.89145306156627 0
1831.513655946885 5.833605420939709e-06
2427.4753209011396 4.299609946174541e-06
2315.4346509644615 7.588709644269749e-06
2352.241395381964 6.13024314587731e-06
250.13640628588797 0
6271.033829153282 1.0117497875325446e-05
271.3331273003911 0
553.3244911652178 0
1382.184538419213 0
979.6786996490076 0
897.1648382445426 1.097538221768573e-05
480.0005116669949 0
620.8909984429388 0
1789.8009722330155 0
608.864532163387 0
1571.185268417967 6.9415521310565046e-06
1209.2543892081944 0
628.8892009250003 0
530.1073013373631 0
594.8207571167859 0
1293.4708101758404 4.569433687235972e-06
2870.4286249699226 3.2969242993211634e-06
1546.0472222622475 0
705.8003830408236 0
949.458526070329 0
1091.494385491968 1.2077331151362172e-05
655.8585820063844 0
329.06357991749553 0
2649.38229275092 0
1249.6984200521094 0
511.6341452296242 0
774.3252776486482 0
572.6044492436096 3.599582448435982e-05
708.9273347522746 0
3650.5205687379853 4.2435995909169995e-06
3115.1249700447725 1.3085237235351077e-05
651.4242611451231 0
1414.6661272482888 5.697543076986627e-06
716.5089071007434 0
250.5105819123441 0
256.0437039885633 0
278.0203512893544 0
