ErrorRate Weights ExpressionLevel
1.012189351979501e-05 94843447698.7151 47.26015456053379
6.486326156327063e-06 357536591294.5213 97.44129526098489
3.218358011459177e-06 2252990257669.1914 196.83699927515823
4.2483181697772855e-06 1663224403833.3274 172.42972657332905
3.846012051622208e-06 768895099340.7372 85.93399238406063
9.120814552591607e-06 52263596542.46011 122.7219334594654
2.2095919225851834e-06 5183428905296.589 233.15418872822192
6.43766692258855e-06 272863565109.0052 75.23688849188511
3.950629798946456e-06 309935429244.3938 65.35116261283272
4.050558482034752e-06 932719154966.7205 136.9171088971926
6.421705075824112e-06 250418045245.63104 55.90116454958612
5.324592618770684e-06 306928557504.0535 109.60880303085042
4.461675020885547e-05 628994145.0457788 36.08384397627392
6.140404281927681e-06 95562628605.62897 37.80986635447313
3.6874626711777643e-06 10530488475421.58 2628.9240722131676
3.1399836748984464e-06 10176270300962.584 448.1774470663273
2.0947585347886414e-06 10531185622127.36 296.6615388910675
0.00014583718580784955 180730496.1117731 35.006592787511536
1.5325104292421582e-05 25373193860.519424 41.19977591520101
3.006791005607283e-06 887325471448.8153 153.20824945189332
