ErrorRate Weights ExpressionLevel
4.877087293550895e-06 3837552148966.8535 49.28547031420872
5.0882811265700265e-06 3040893787633.2026 58.81683339594378
4.629999155385817e-06 3239769841119.2847 94.63977616220984
4.210399269574641e-06 18396106841959.793 139.77590422922037
5.332170122174716e-06 4180482683979.375 72.47962631912645
8.326386689771306e-06 597778780249.162 15.078229887613443
7.359852435684688e-06 1310790947584.181 22.042843659253343
1.019504299254756e-05 43169711007.766495 31.915286100375564
7.096361657249551e-06 331632322138.1 17.277199742139388
5.333766774444525e-06 3535343156203.889 42.115300140259386
5.355573698692579e-06 2396509129849.6396 19.546771398124164
7.312596161564771e-06 1036764474529.8198 24.865203807158956
1.4175761466746596e-05 84430370295.75247 8.465594925218864
5.890808010956916e-06 4299788221587.935 36.50424465041334
1.8559534488756077e-05 20966629403.630672 6.94897122664582
5.865435412421513e-06 3120037870565.5913 28.105378464106487
3.7008096339926094e-06 41073610575886.33 523.8159167036155
9.28125389588682e-06 195999736726.70917 10.653504462190554
4.0725100950350896e-05 6562017009.182125 6.169000083683416
6.5120147487791486e-06 1358231947606.1523 12.93326270530623
